text,tags
现在天气冷想吃一家火锅不容易啊，到处都是排队，最后还是选择了季季红，今天话有个小女孩会门口迎接，店里面开了暖气挺暖和的。 这家店挺热闹的装饰了好多小灯笼，红彤彤的，整体来说还是不错的。吃得挺饱的！,
上菜很快干净卫生，券家人都很喜欢吃????????,出餐环节(正面)
非常好吃，最喜欢吃季季红，最爱鸡蛋干,菜品其他分类(正面)
味道还可以呀 太喜欢这家季季红火锅。服务态度非常好。环境也还不错,"菜品其他分类(正面), 服务整体环节 (正面)"
来了好几次，口感非常好，很美味，大力支持，非常推荐大家来,
不错不错,
来了好多次了，毛肚牛肉卷都好吃，油炸面筋特别好吃！,菜品其他分类(正面)
「嫩牛肉片」鲜滑可口 五花肉肥瘦相间，好吃 素菜很新鲜,"菜品其他分类(正面), 食材好 (正面), 口感好 (正面)"
朋友推荐的一家火锅店，特别喜欢吃他们家的小酥肉，环境好，适合家庭聚会朋友聚会和请客都可以，服务也还算不错，比较主动，我们点的鸳鸯锅，红锅还可以，可以推荐。,"菜品其他分类(正面), 服务整体环节 (正面)"
实惠又美味 分量足 能吃饱！！服务态度好！！ 每次聚餐首选季季红 ！！！ 便宜大碗！！,服务整体环节(正面)
服务很到位，味道也很好，推荐推荐,服务整体环节(正面)
很好，很好吃，给你啊，很好，很好，很好过个年弟弟呢很好,
前几天去南昌旅游，吃了季季红，连锁店，店面非常多，价格很划算，所以基本没啥优惠券，肉卷一小盘才十四元，这一大桌子还有小酥肉，才花了150，味道也是非常不错的，好像是没有餐位费，还有免费的桶装冰淇淋，还是伊利的。下次去还吃！,
天虹这家季季红火锅从开业到现在两年多的时间一直都有在吃它家的火锅 它家的火锅比我在市面上接触到的那些火锅还要便宜 菜品虽然便宜但是很新鲜 这真的很不错 最值得夸赞的就是他家的肥牛卷 很好吃 很嫩 吃火锅还是选择季季红 也希望他家的生意像他家的名字一样季季红 [薄荷]环境： 环境很好很干净 [服务铃]服务： 很热情,"菜品其他分类(正面), 服务整体环节 (正面), 口感好 (正面)"
非常好吃 上菜快 菜 新鲜 有免费的甜品  好实惠 分量足,出餐环节(正面)
服务热情，食材新鲜，性价比高，环境也不错。最爱虾滑，和鱼片，每次来都点。小料也很多。,"菜品其他分类(正面), 服务整体环节 (正面), 食材好 (正面)"
[薄荷]环境：环境好棒，粉粉的很少女心，店内也很宽敞舒适 [服务铃]服务：服务也不错哦 「麻辣锅底」麻辣锅底很麻很辣 「红糖糍粑」喜欢这个[调皮] 「精品肥牛卷」「肥肉卷」「五花肉」肉肉都喜欢 「毛肚丝」火锅必点，挺嫩 整体来说还不错，下次再来,"菜品其他分类(正面), 口味好 (正面), 服务整体环节 (正面), 口感好 (正面)"
[薄荷]环境: 很干净，给人一种舒适的感觉 [服务铃]服务: 服务速度很快，态度也很好，上菜速度也很快,"出餐环节(正面), 服务整体环节 (正面)"
来吃火锅很好吃环境也是很好的服务也是很热情得下次还会来,"菜品其他分类(正面), 服务整体环节 (正面)"
味道不错，服务好，已经来了很多次了，赞赞赞,服务整体环节(正面)
冰淇淋免费吃，很喜欢，这里服务员的态度也很好,"菜品其他分类(正面), 服务整体环节 (正面)"
火锅锅底很棒 菜品也很新鲜 价格划算 值得品尝,菜品其他分类(正面)
性价比高，环境服务都挺好的。很满意还会再来 体验感好,服务整体环节(正面)
味道很好，服务态度挺好，菜品丰富，又新鲜，装修很漂亮,服务整体环节(正面)
菜品丰富，环境优美，服务态度很好。,服务整体环节(正面)
味道好，从小学吃到大学的店[呲牙],
菜品不错 环境很好 味道赞 值得再次光顾的店铺哦,
很好吃，海带芽好吃，番茄锅很浓郁,"菜品其他分类(正面), 口味好 (正面)"
价格十分优惠，菜品比较丰富，而且比较新鲜，建议大家常来！,
季季红火锅好吃??价格也便宜，性价比特别好,菜品其他分类(正面)
过生日和朋友一起来吃火锅，不贵也很好吃，味道不错的，牛油锅底好好chi，很适合学生来的一家餐厅，消费低，性价比又高[色][色][色][色],"菜品其他分类(正面), 口味好 (正面)"
季季红的毛肚片真的挺好吃的，涮8秒左右就可以吃了，服务也很好,服务整体环节(正面)
菜品种类很多，毛肚片份量足，也很好吃，牛油锅吃起来很香，玉米汁也很好喝,"菜品其他分类(正面), 口味好 (正面), 分量多 (正面)"
这边环境很好，服务态度不错，和朋友一起来的，我们点了香辣和菌种的锅底，味道很好，量也很足,"口味好(正面), 服务整体环节 (正面), 分量多 (正面)"
味道不错的自己餐厅，还蛮好吃的，锅底番茄口味的，还不错之前都是来这个店的，店里环境还不错，大红色，服务也不错的,服务整体环节(正面)
口味好服务态度很好环境很好菜品新鲜下次再来,服务整体环节(正面)
奉新本地人，和朋友一起来吃的火锅AA的，但也是很划算哦，价格都不是很贵，点的是菌菇锅底，味道还不错呦，红糖糍粑也蛮好吃的，下次还来,"菜品其他分类(正面), 口味好 (正面)"
季季红团建活动，同学聚会都不错 性价比高，真的很不错nice 可以来次次,
味道很好、很好吃、环境不错,
分量足，菜品好，卫生干净，服务态度也很好,服务整体环节(正面)
服务员小姐姐很热情，菜也很新鲜，火锅很好吃，还有那个银耳莲子羹好好喝，推荐,"菜品其他分类(正面), 服务整体环节 (正面)"
放假了，带着一家人来吃季季红吃火锅，这味道好美味，服务态度很好，菜品很多又新鲜，来这吃很满意,"口味好(正面), 服务整体环节 (正面)"
菜品特色挺多的，还是非常适合家人团聚的就是坐在门口开门时有点小冷,
每次跟老伴来  每个月都会来   味道真的很赞  好吃又不贵,
[薄荷]环境: 进来环境干净让人很舒服 [服务铃]服务: 服务态度很好,服务整体环节(正面)
吃了很多次季季红了，每次跟同学聚餐都去季季红，真的很适合学生聚会吃，价格平价好吃，干净卫生，每次不知道吃什么就去季季红，粉色季季红和蓝色季季红都去过了， 【口味】很不错 【环境】还可以 【服务】比较ok 【性价比】还可以的,服务整体环节(正面)
环境很好，服务很周到，食材很新鲜,"服务整体环节(正面), 食材好 (正面)"
好吃??，小孩子超级喜欢吃季季红火锅，我们也是从小吃到大的火锅，江西老品牌了 上菜速度也超级快，服务员也超级热情,"出餐环节(正面), 菜品其他分类 (正面), 服务整体环节 (正面)"
环境很好，服务很好，值得推荐！,服务整体环节(正面)
和家里人过来这边感觉还不错氛围很好 菜品也不错，服务也到位，还会再来的！,服务整体环节(正面)
口味非常好，食材非常新鲜，服务非常到位，环境很好。,"服务整体环节(正面), 食材好 (正面)"
服务还是挺好的嘛，以就是星期天他们店有点忙、要等会位，没有等位区，有点冷,迎宾排队环节(正面)
这家超级有创意特色餐厅，感觉跟酒吧一样 上菜速度超级快，服务员也都非常有礼貌,"出餐环节(正面), 服务整体环节 (正面)"
菜品很新鲜，味道也很好！可以自选，选择自己喜欢的,
凤爪还是好吃的，每次都会点一份，真的很给力呢。,
每次吃火锅就来步行街季季红！肥牛卷第一了！环境也不错，吃火锅就来季季红！,菜品其他分类(正面)
环境还可以，服务员也比较热情，还要暖暖的莲子羹喝，很不错,"服务整体环节(正面), 口感好 (正面)"
好多人，不来早点都会要排队，肉卷很不错，菜品也很新鲜，服务不错,"菜品其他分类(正面), 服务整体环节 (正面)"
味道不错，物有所值，比较实惠，服务员态度很好,服务整体环节(正面)
其中羊肉卷比较好吃，水饺很好吃，服务态度也挺好,"菜品其他分类(正面), 服务整体环节 (正面)"
环境优美 饮料也很多 调料也新鲜 经常来 蛮好,食材好(正面)
菜品分量足，味道好，食材新鲜，环境优美，服务周到！,服务整体环节(正面)
服务很好 小料很多 上菜速度很快 很好吃！！,"出餐环节(正面), 服务整体环节 (正面), 食材好 (正面)"
菜品很新鲜，环境优美，服务态度好下次还来。,服务整体环节(正面)
今天跟朋友来吃火锅，服务员态度很好，菜品也很新鲜。,服务整体环节(正面)
年味来里吧，季季红生意太好了，虽然很忙但是他家的菜还是那么干净新鲜，点赞????,食材好(正面)
象湖新力都荟一楼马路边就可以看到，上下三层，工作日光顾没什么人，上菜的速度很快，店里工作人员收盘子很及时，小菜自助里的银耳汤挺好喝的。性价比一般，以前觉得季季红挺便宜，现在很多其他火锅店活动都有团购，这里的力度优惠几块钱，报价便宜但是份量少，主要是充值金额比较大才有活动。,"出餐环节(正面), 菜品其他分类 (正面), 服务整体环节 (正面)"
很好吃，经常来的一家火锅，带家人们一起来都很喜欢,菜品其他分类(正面)
「精品肥牛卷」很好吃，性价比超高，好吃！,菜品其他分类(正面)
服务态度极其差，菜差不多都上桌了，碗筷也没有，后来都吃完了菜还没有上完，问了多次都说马上，有个女的服务员态度还在那里发脾气，实在服了，这种服务态度怎么做服务员的,"店内服务问题(负面), 服务整体问题 (负面)"
季季红，一如既往的好吃，性价比也高，现在服务环境也越来越好了,"菜品其他分类(正面), 服务整体环节 (正面)"
菜品份量足，服务员很好， 环境很好，菜品新鲜，,服务整体环节(正面)
性价比高，第一次吃江西的火锅，嗯……怎么说呢，点多了4个人花了270多块大洋，没有吃完。 五花肉➕炼乳小馒头真的非常好吃，非常好吃，五花肉很薄很薄，一点都不腻。羊肉质量很不错，肥牛的质量一般般，服务特别好，态度很好，酱料台很丰富，腐乳太咸了，真的太咸了。 如图所示，所见即所得。,"菜品其他分类(正面), 口味好 (正面), 服务整体环节 (正面), 食材好 (正面), 口味差 (负面)"
[薄荷]环境: 环境不错 很干净舒适，不会很吵闹！ [服务铃]服务:进门小姐姐老远就打招呼，笑容满面闺蜜喜欢靠窗位置，小姐姐很不错马上给我收拾餐桌！服务点赞[强] 猪肝，肥牛很鲜嫩！藕丸子一般太软糯，没有藕的脆感！,"口感差(负面), 服务整体环节 (正面), 口感好 (正面)"
只能说单价不高，性价比还可以，服务不错，上菜速度很快。很久没试过点单付款才能下单̋(ˊ•͈ꇴ•͈ˋ) 但是过了饭点还营业的店就不挑剔那么多啦（其他的都不营业了.好在味道和份量都 ??  还有美团48 抵 50 的券，没有小程序的 93抵 100 优惠。 仅供参考ƪ(˘⌣˘)ʃ,"出餐环节(正面), 服务整体环节 (正面)"
